name,color
Warwick,"d3.hsl(185, 1, 0.2)"
York,"d3.hsl(185, 1, 0.216304347826)"
Edward,"d3.hsl(185, 1, 0.232608695652)"
Montague,"d3.hsl(185, 1, 0.248913043478)"
Richard,"d3.hsl(185, 1, 0.265217391304)"
Norfolk,"d3.hsl(185, 1, 0.28152173913)"
King Henry Vi,"d3.hsl(185, 1, 0.297826086957)"
Northumberland,"d3.hsl(185, 1, 0.314130434783)"
Clifford,"d3.hsl(185, 1, 0.330434782609)"
Westmoreland,"d3.hsl(185, 1, 0.346739130435)"
Exeter,"d3.hsl(185, 1, 0.363043478261)"
Queen Margaret,"d3.hsl(185, 1, 0.379347826087)"
Prince Edward,"d3.hsl(185, 1, 0.395652173913)"
Messenger,"d3.hsl(185, 1, 0.411956521739)"
John Mortimer,"d3.hsl(185, 1, 0.428260869565)"
Rutland,"d3.hsl(185, 1, 0.444565217391)"
Tutor,"d3.hsl(185, 1, 0.460869565217)"
Prince,"d3.hsl(185, 1, 0.477173913043)"
George,"d3.hsl(185, 1, 0.49347826087)"
Son,"d3.hsl(185, 1, 0.509782608696)"
Father,"d3.hsl(185, 1, 0.526086956522)"
First Keeper,"d3.hsl(185, 1, 0.542391304348)"
Second Keeper,"d3.hsl(185, 1, 0.558695652174)"
King Edward Iv,"d3.hsl(185, 1, 0.575)"
Gloucester,"d3.hsl(185, 1, 0.591304347826)"
Clarence,"d3.hsl(185, 1, 0.607608695652)"
Lady Grey,"d3.hsl(185, 1, 0.623913043478)"
Nobleman,"d3.hsl(185, 1, 0.640217391304)"
King Lewis Xi,"d3.hsl(185, 1, 0.65652173913)"
Oxford,"d3.hsl(185, 1, 0.672826086957)"
Bona,"d3.hsl(185, 1, 0.689130434783)"
Post,"d3.hsl(185, 1, 0.705434782609)"
Somerset,"d3.hsl(185, 1, 0.721739130435)"
Hastings,"d3.hsl(185, 1, 0.738043478261)"
Queen Elizabeth,"d3.hsl(185, 1, 0.754347826087)"
First Watchman,"d3.hsl(185, 1, 0.770652173913)"
Second Watchman,"d3.hsl(185, 1, 0.786956521739)"
Third Watchman,"d3.hsl(185, 1, 0.803260869565)"
Rivers,"d3.hsl(185, 1, 0.819565217391)"
Huntsman,"d3.hsl(185, 1, 0.835869565217)"
Lieutenant,"d3.hsl(185, 1, 0.852173913043)"
Mayor,"d3.hsl(185, 1, 0.86847826087)"
Soldier,"d3.hsl(185, 1, 0.884782608696)"
All,"d3.hsl(185, 1, 0.901086956522)"
First Messenger,"d3.hsl(185, 1, 0.917391304348)"
Second Messenger,"d3.hsl(185, 1, 0.933695652174)"
